season,year,medal,country_code,country,athletes,games,sport,event_gender,event_name
Summer,1996,Gold,CAN,Canada,Бэйли,1996 Atlanta,Athletics,Men's,100m
Summer,1996,Silver,NAM,Namibia,Фредерикс,1996 Atlanta,Athletics,Men's,100m
Summer,1996,Bronze,TTO,Trinidad and Tobago,Болдон,1996 Atlanta,Athletics,Men's,100m
Summer,1996,Gold,USA,United States,Джонсон,1996 Atlanta,Athletics,Men's,200m
Summer,1996,Silver,NAM,Namibia,Фредерикс,1996 Atlanta,Athletics,Men's,200m
Summer,1996,Bronze,TTO,Trinidad and Tobago,Болдон,1996 Atlanta,Athletics,Men's,200m
Summer,1996,Gold,USA,United States,Джонсон,1996 Atlanta,Athletics,Men's,400m
Summer,1996,Silver,GBR,Great Britain,Блэк,1996 Atlanta,Athletics,Men's,400m
Summer,1996,Bronze,UGA,Uganda,Камога,1996 Atlanta,Athletics,Men's,400m
Summer,1996,Gold,NOR,Norway,Родал,1996 Atlanta,Athletics,Men's,800m
Summer,1996,Silver,RSA,South Africa,Сепенг,1996 Atlanta,Athletics,Men's,800m
Summer,1996,Bronze,KEN,Kenya,Оньянча,1996 Atlanta,Athletics,Men's,800m
Summer,1996,Gold,ALG,Algeria,Морсели,1996 Atlanta,Athletics,Men's,1500m
Summer,1996,Silver,ESP,Spain,Качо,1996 Atlanta,Athletics,Men's,1500m
Summer,1996,Bronze,KEN,Kenya,Кипкорир,1996 Atlanta,Athletics,Men's,1500m
Summer,1996,Gold,BDI,Burundi,Нионгабо,1996 Atlanta,Athletics,Men's,5000m
Summer,1996,Silver,KEN,Kenya,Биток,1996 Atlanta,Athletics,Men's,5000m
Summer,1996,Bronze,MAR,Morocco,Булами,1996 Atlanta,Athletics,Men's,5000m
Summer,1996,Gold,ETH,Ethiopia,Гебреселассие,1996 Atlanta,Athletics,Men's,10000m
Summer,1996,Silver,KEN,Kenya,Тергат,1996 Atlanta,Athletics,Men's,10000m
Summer,1996,Bronze,MAR,Morocco,Хиссу,1996 Atlanta,Athletics,Men's,10000m
Summer,1996,Gold,RSA,South Africa,Тугване,1996 Atlanta,Athletics,Men's,marathon
Summer,1996,Silver,KOR,Korea Republic,Ли Бон Джу,1996 Atlanta,Athletics,Men's,marathon
Summer,1996,Bronze,KEN,Kenya,Вайнайна,1996 Atlanta,Athletics,Men's,marathon
Summer,1996,Gold,USA,United States,Джонсон,1996 Atlanta,Athletics,Men's,110m hurdles
Summer,1996,Silver,USA,United States,Крир,1996 Atlanta,Athletics,Men's,110m hurdles
Summer,1996,Bronze,GER,Germany,Швартхофф,1996 Atlanta,Athletics,Men's,110m hurdles
Summer,1996,Gold,USA,United States,Адкинс,1996 Atlanta,Athletics,Men's,400m hurdles
Summer,1996,Silver,ZAM,Zambia,Матете,1996 Atlanta,Athletics,Men's,400m hurdles
Summer,1996,Bronze,USA,United States,Дэвис,1996 Atlanta,Athletics,Men's,400m hurdles
Summer,1996,Gold,KEN,Kenya,Кетер,1996 Atlanta,Athletics,Men's,3000m steeplechase
Summer,1996,Silver,KEN,Kenya,Киптануи,1996 Atlanta,Athletics,Men's,3000m steeplechase
Summer,1996,Bronze,ITA,Italy,Ламбрушини,1996 Atlanta,Athletics,Men's,3000m steeplechase
Summer,1996,Gold,CAN,Canada,"Эсми, Сурин, Джилберт, Бэйли",1996 Atlanta,Athletics,Men's,4x100m relay
Summer,1996,Silver,USA,United States,"Драммонд, Марш, Харден, Митчелл",1996 Atlanta,Athletics,Men's,4x100m relay
Summer,1996,Bronze,BRA,Brazil,"Ар. Силва, Рибейру, Р. Да Силва, Ан. Силва",1996 Atlanta,Athletics,Men's,4x100m relay
Summer,1996,Gold,USA,United States,"Смит, Миллс, Харрисон, Мэйбенк",1996 Atlanta,Athletics,Men's,4x400m relay
Summer,1996,Silver,GBR,Great Britain,"Томас, Баулш, Ричардсон, Блэк",1996 Atlanta,Athletics,Men's,4x400m relay
Summer,1996,Bronze,JAM,Jamaica,"Макдональд, Мартин, Кларк, Хотон",1996 Atlanta,Athletics,Men's,4x400m relay
Summer,1996,Gold,ECU,Ecuador,Перес,1996 Atlanta,Athletics,Men's,20km walk
Summer,1996,Silver,RUS,Russian Federation,Марков,1996 Atlanta,Athletics,Men's,20km walk
Summer,1996,Bronze,MEX,Mexico,Сегура,1996 Atlanta,Athletics,Men's,20km walk
Summer,1996,Gold,POL,Poland,Корженевски,1996 Atlanta,Athletics,Men's,50km walk
Summer,1996,Silver,RUS,Russian Federation,Щенников,1996 Atlanta,Athletics,Men's,50km walk
Summer,1996,Bronze,ESP,Spain,Массана,1996 Atlanta,Athletics,Men's,50km walk
Summer,1996,Gold,USA,United States,Льюис,1996 Atlanta,Athletics,Men's,long jump
Summer,1996,Silver,JAM,Jamaica,Бэкфорд,1996 Atlanta,Athletics,Men's,long jump
Summer,1996,Bronze,USA,United States,Грин,1996 Atlanta,Athletics,Men's,long jump
Summer,1996,Gold,USA,United States,Харрисон,1996 Atlanta,Athletics,Men's,triple jump
Summer,1996,Silver,GBR,Great Britain,Эдвардс,1996 Atlanta,Athletics,Men's,triple jump
Summer,1996,Bronze,CUB,Cuba,Кесада,1996 Atlanta,Athletics,Men's,triple jump
Summer,1996,Gold,USA,United States,Остин,1996 Atlanta,Athletics,Men's,high jump
Summer,1996,Silver,POL,Poland,Партыка,1996 Atlanta,Athletics,Men's,high jump
Summer,1996,Bronze,GBR,Great Britain,Смит,1996 Atlanta,Athletics,Men's,high jump
Summer,1996,Gold,FRA,France,Гальфон,1996 Atlanta,Athletics,Men's,pole vault
Summer,1996,Silver,RUS,Russian Federation,Транденков,1996 Atlanta,Athletics,Men's,pole vault
Summer,1996,Bronze,GER,Germany,Тивончик,1996 Atlanta,Athletics,Men's,pole vault
Summer,1996,Gold,USA,United States,Барнс,1996 Atlanta,Athletics,Men's,shot put
Summer,1996,Silver,USA,United States,Година,1996 Atlanta,Athletics,Men's,shot put
Summer,1996,Bronze,UKR,Ukraine,Багач,1996 Atlanta,Athletics,Men's,shot put
Summer,1996,Gold,GER,Germany,Ридель,1996 Atlanta,Athletics,Men's,discus throw
Summer,1996,Silver,BLR,Belarus,Дубровщик,1996 Atlanta,Athletics,Men's,discus throw
Summer,1996,Bronze,BLR,Belarus,Каптюх,1996 Atlanta,Athletics,Men's,discus throw
Summer,1996,Gold,CZE,Czech Republic,Железны,1996 Atlanta,Athletics,Men's,javelin throw
Summer,1996,Silver,GBR,Great Britain,Бакли,1996 Atlanta,Athletics,Men's,javelin throw
Summer,1996,Bronze,FIN,Finland,Рети,1996 Atlanta,Athletics,Men's,javelin throw
Summer,1996,Gold,HUN,Hungary,Кишш,1996 Atlanta,Athletics,Men's,hammer throw
Summer,1996,Silver,USA,United States,Дил,1996 Atlanta,Athletics,Men's,hammer throw
Summer,1996,Bronze,UKR,Ukraine,Крыкун,1996 Atlanta,Athletics,Men's,hammer throw
Summer,1996,Gold,USA,United States,О'Брайен,1996 Atlanta,Athletics,Men's,decathlon
Summer,1996,Silver,GER,Germany,Буземанн,1996 Atlanta,Athletics,Men's,decathlon
Summer,1996,Bronze,CZE,Czech Republic,Дворак,1996 Atlanta,Athletics,Men's,decathlon
Summer,1996,Gold,USA,United States,Диверс,1996 Atlanta,Athletics,Women's,100m
Summer,1996,Silver,JAM,Jamaica,Отти,1996 Atlanta,Athletics,Women's,100m
Summer,1996,Bronze,USA,United States,Торренс,1996 Atlanta,Athletics,Women's,100m
Summer,1996,Gold,FRA,France,Перек,1996 Atlanta,Athletics,Women's,200m
Summer,1996,Silver,JAM,Jamaica,Отти,1996 Atlanta,Athletics,Women's,200m
Summer,1996,Bronze,NGR,Nigeria,Оньяли,1996 Atlanta,Athletics,Women's,200m
Summer,1996,Gold,FRA,France,Перек,1996 Atlanta,Athletics,Women's,400m
Summer,1996,Silver,AUS,Australia,Фримэн,1996 Atlanta,Athletics,Women's,400m
Summer,1996,Bronze,NGR,Nigeria,Огункойя,1996 Atlanta,Athletics,Women's,400m
Summer,1996,Gold,RUS,Russian Federation,Мастеркова,1996 Atlanta,Athletics,Women's,800m
Summer,1996,Silver,CUB,Cuba,Кирот,1996 Atlanta,Athletics,Women's,800m
Summer,1996,Bronze,MOZ,Mozambique,Мутола,1996 Atlanta,Athletics,Women's,800m
Summer,1996,Gold,RUS,Russian Federation,Мастеркова,1996 Atlanta,Athletics,Women's,1500m
Summer,1996,Silver,ROU,Romania,Сабо,1996 Atlanta,Athletics,Women's,1500m
Summer,1996,Bronze,AUT,Austria,Кизль,1996 Atlanta,Athletics,Women's,1500m
Summer,1996,Gold,CHN,China,Ван Цзюнся,1996 Atlanta,Athletics,Women's,5000m
Summer,1996,Silver,KEN,Kenya,Конга,1996 Atlanta,Athletics,Women's,5000m
Summer,1996,Bronze,ITA,Italy,Брунеи,1996 Atlanta,Athletics,Women's,5000m
Summer,1996,Gold,POR,Portugal,Рибейру,1996 Atlanta,Athletics,Women's,10000m
Summer,1996,Silver,CHN,China,Ван Цзюнся,1996 Atlanta,Athletics,Women's,10000m
Summer,1996,Bronze,ETH,Ethiopia,Вами,1996 Atlanta,Athletics,Women's,10000m
Summer,1996,Gold,ETH,Ethiopia,Роба,1996 Atlanta,Athletics,Women's,marathon
Summer,1996,Silver,RUS,Russian Federation,Егорова,1996 Atlanta,Athletics,Women's,marathon
Summer,1996,Bronze,JPN,Japan,Аримори,1996 Atlanta,Athletics,Women's,marathon
Summer,1996,Gold,SWE,Sweden,Энквист,1996 Atlanta,Athletics,Women's,100m hurdles
Summer,1996,Silver,SLO,Slovenia,Буковеч,1996 Atlanta,Athletics,Women's,100m hurdles
Summer,1996,Bronze,FRA,France,Жирар-Лено,1996 Atlanta,Athletics,Women's,100m hurdles
Summer,1996,Gold,JAM,Jamaica,Хеммингс,1996 Atlanta,Athletics,Women's,400m hurdles
Summer,1996,Silver,USA,United States,Баттен,1996 Atlanta,Athletics,Women's,400m hurdles
Summer,1996,Bronze,USA,United States,Бьюфорд-Бэйли,1996 Atlanta,Athletics,Women's,400m hurdles
Summer,1996,Gold,USA,United States,"Диверс, Торренс, Гейнс, Миллер",1996 Atlanta,Athletics,Women's,4x100m relay
Summer,1996,Silver,BAH,Bahamas,"Старрап, Файнс, Кларк, Дэвис",1996 Atlanta,Athletics,Women's,4x100m relay
Summer,1996,Bronze,JAM,Jamaica,"Фриман, Митчелл, Катберт, Отти",1996 Atlanta,Athletics,Women's,4x100m relay
Summer,1996,Gold,USA,United States,"Стивенс, Грэхем, Мелон, Майлз",1996 Atlanta,Athletics,Women's,4x400m relay
Summer,1996,Silver,NGR,Nigeria,"Афолаби, Опара, Юсуф, Огункойя",1996 Atlanta,Athletics,Women's,4x400m relay
Summer,1996,Bronze,GER,Germany,"Роландер, Рюккер, Кисабака, Бройер",1996 Atlanta,Athletics,Women's,4x400m relay
Summer,1996,Gold,RUS,Russian Federation,Николаева,1996 Atlanta,Athletics,Women's,10000m walk
Summer,1996,Silver,ITA,Italy,Перроне,1996 Atlanta,Athletics,Women's,10000m walk
Summer,1996,Bronze,CHN,China,Ван Юань,1996 Atlanta,Athletics,Women's,10000m walk
Summer,1996,Gold,NGR,Nigeria,Ажунва,1996 Atlanta,Athletics,Women's,long jump
Summer,1996,Silver,ITA,Italy,Мэй,1996 Atlanta,Athletics,Women's,long jump
Summer,1996,Bronze,USA,United States,Джойнер-Керси,1996 Atlanta,Athletics,Women's,long jump
Summer,1996,Gold,UKR,Ukraine,Кравец,1996 Atlanta,Athletics,Women's,triple jump
Summer,1996,Silver,RUS,Russian Federation,Ласовская,1996 Atlanta,Athletics,Women's,triple jump
Summer,1996,Bronze,CZE,Czech Republic,Каспаркова,1996 Atlanta,Athletics,Women's,triple jump
Summer,1996,Gold,BUL,Bulgaria,Костадинова,1996 Atlanta,Athletics,Women's,high jump
Summer,1996,Silver,GRE,Greece,Бакоянни,1996 Atlanta,Athletics,Women's,high jump
Summer,1996,Bronze,UKR,Ukraine,Бабакова,1996 Atlanta,Athletics,Women's,high jump
Summer,1996,Gold,GER,Germany,Кумбернусс,1996 Atlanta,Athletics,Women's,shot put
Summer,1996,Silver,CHN,China,Суй Синьмей,1996 Atlanta,Athletics,Women's,shot put
Summer,1996,Bronze,RUS,Russian Federation,Худорошкина,1996 Atlanta,Athletics,Women's,shot put
Summer,1996,Gold,GER,Germany,Вилудда,1996 Atlanta,Athletics,Women's,discus throw
Summer,1996,Silver,RUS,Russian Federation,Садова,1996 Atlanta,Athletics,Women's,discus throw
Summer,1996,Bronze,BLR,Belarus,Зверева,1996 Atlanta,Athletics,Women's,discus throw
Summer,1996,Gold,FIN,Finland,Рантанен,1996 Atlanta,Athletics,Women's,javelin throw
Summer,1996,Silver,AUS,Australia,Макпол,1996 Atlanta,Athletics,Women's,javelin throw
Summer,1996,Bronze,NOR,Norway,Хаттестад,1996 Atlanta,Athletics,Women's,javelin throw
Summer,1996,Gold,SYR,Syria,Шуаа,1996 Atlanta,Athletics,Women's,heptathlon
Summer,1996,Silver,BLR,Belarus,Сазанович,1996 Atlanta,Athletics,Women's,heptathlon
Summer,1996,Bronze,GBR,Great Britain,Льюис,1996 Atlanta,Athletics,Women's,heptathlon
Summer,1996,Gold,DEN,Denmark,Хойер-Ларсен,1996 Atlanta,Badminton,Men's,singles
Summer,1996,Silver,CHN,China,Дон Джион,1996 Atlanta,Badminton,Men's,singles
Summer,1996,Bronze,MAS,Malaysia,Сидек,1996 Atlanta,Badminton,Men's,singles
Summer,1996,Gold,INA,Indonesia,"Субадья, Майнаки",1996 Atlanta,Badminton,Men's,doubles
Summer,1996,Silver,MAS,Malaysia,"Яп Ким Хок, Чеа Сун Кит",1996 Atlanta,Badminton,Men's,doubles
Summer,1996,Bronze,INA,Indonesia,"Кантоно, Антониус",1996 Atlanta,Badminton,Men's,doubles
Summer,1996,Gold,KOR,Korea Republic,Бан Су Хун,1996 Atlanta,Badminton,Women's,singles
Summer,1996,Silver,INA,Indonesia,Аудина,1996 Atlanta,Badminton,Women's,singles
Summer,1996,Bronze,INA,Indonesia,Сусанти,1996 Atlanta,Badminton,Women's,singles
Summer,1996,Gold,CHN,China,"Же Фей, Жу Чжунь",1996 Atlanta,Badminton,Women's,doubles
Summer,1996,Silver,KOR,Korea Republic,"Жил Юн А, Чжан Хи Ок",1996 Atlanta,Badminton,Women's,doubles
Summer,1996,Bronze,CHN,China,"Синь Юань, Тан Юншу",1996 Atlanta,Badminton,Women's,doubles
Summer,1996,Gold,KOR,Korea Republic,"Жил Юн А, Ким Дон Мун",1996 Atlanta,Badminton,Mixed,doubles
Summer,1996,Silver,KOR,Korea Republic,"Жа Кун Минь, Парк Джу Бон",1996 Atlanta,Badminton,Mixed,doubles
Summer,1996,Bronze,CHN,China,"Лью Цзяньцзюнь, Сунь Мань",1996 Atlanta,Badminton,Mixed,doubles
Summer,1996,Gold,USA,United States,,1996 Atlanta,Basketball,Men's,basketball
Summer,1996,Silver,SCG,Yugoslavia Federal Republic,,1996 Atlanta,Basketball,Men's,basketball
Summer,1996,Bronze,LTU,Lithuania,,1996 Atlanta,Basketball,Men's,basketball
Summer,1996,Gold,USA,United States,,1996 Atlanta,Basketball,Women's,basketball
Summer,1996,Silver,BRA,Brazil,,1996 Atlanta,Basketball,Women's,basketball
Summer,1996,Bronze,AUS,Australia,,1996 Atlanta,Basketball,Women's,basketball
Summer,1996,Gold,USA,United States,"Кирай, Стеффес",1996 Atlanta,Beach Volleyball,Men's,beach volleyball
Summer,1996,Silver,USA,United States,"Додд, Витмарш",1996 Atlanta,Beach Volleyball,Men's,beach volleyball
Summer,1996,Bronze,CAN,Canada,"Чайлд, Хеес",1996 Atlanta,Beach Volleyball,Men's,beach volleyball
Summer,1996,Gold,BRA,Brazil,"Силва, Переш",1996 Atlanta,Beach Volleyball,Women's,beach volleyball
Summer,1996,Silver,BRA,Brazil,"Родригес, Самюэль",1996 Atlanta,Beach Volleyball,Women's,beach volleyball
Summer,1996,Bronze,AUS,Australia,"Коок, Потхарст",1996 Atlanta,Beach Volleyball,Women's,beach volleyball
Summer,1996,Gold,BUL,Bulgaria,Петров,1996 Atlanta,Boxing,Men's,- 48kg (light-flyweight)
Summer,1996,Silver,PHI,Philippines,Веласко,1996 Atlanta,Boxing,Men's,- 48kg (light-flyweight)
Summer,1996,Bronze,ESP,Spain,Лосано,1996 Atlanta,Boxing,Men's,- 48kg (light-flyweight)
Summer,1996,Bronze,UKR,Ukraine,Кирюхин,1996 Atlanta,Boxing,Men's,- 48kg (light-flyweight)
Summer,1996,Gold,CUB,Cuba,Ромеро,1996 Atlanta,Boxing,Men's,48 - 51kg (flyweight)
Summer,1996,Silver,KAZ,Kazakhstan,Джумадилов,1996 Atlanta,Boxing,Men's,48 - 51kg (flyweight)
Summer,1996,Bronze,GER,Germany,Лунка,1996 Atlanta,Boxing,Men's,48 - 51kg (flyweight)
Summer,1996,Bronze,RUS,Russian Federation,Пакеев,1996 Atlanta,Boxing,Men's,48 - 51kg (flyweight)
Summer,1996,Gold,HUN,Hungary,Ковач,1996 Atlanta,Boxing,Men's,51 - 54kg (bantamweight)
Summer,1996,Silver,CUB,Cuba,Меса,1996 Atlanta,Boxing,Men's,51 - 54kg (bantamweight)
Summer,1996,Bronze,RUS,Russian Federation,Малахбеков,1996 Atlanta,Boxing,Men's,51 - 54kg (bantamweight)
Summer,1996,Bronze,THA,Thailand,Кхадро,1996 Atlanta,Boxing,Men's,51 - 54kg (bantamweight)
Summer,1996,Gold,THA,Thailand,Камсинг,1996 Atlanta,Boxing,Men's,54 - 57kg (featherweight)
Summer,1996,Silver,BUL,Bulgaria,Тодоров,1996 Atlanta,Boxing,Men's,54 - 57kg (featherweight)
Summer,1996,Bronze,ARG,Argentina,Чакон,1996 Atlanta,Boxing,Men's,54 - 57kg (featherweight)
Summer,1996,Bronze,USA,United States,Мэйуотер,1996 Atlanta,Boxing,Men's,54 - 57kg (featherweight)
Summer,1996,Gold,ALG,Algeria,Солтани,1996 Atlanta,Boxing,Men's,57 - 60kg (lightweight)
Summer,1996,Silver,BUL,Bulgaria,Тончев,1996 Atlanta,Boxing,Men's,57 - 60kg (lightweight)
Summer,1996,Bronze,ROU,Romania,Дорофтей,1996 Atlanta,Boxing,Men's,57 - 60kg (lightweight)
Summer,1996,Bronze,USA,United States,Котин,1996 Atlanta,Boxing,Men's,57 - 60kg (lightweight)
Summer,1996,Gold,CUB,Cuba,Винент,1996 Atlanta,Boxing,Men's,60 - 63.5kg (light-welterweight)
Summer,1996,Silver,GER,Germany,Уркал,1996 Atlanta,Boxing,Men's,60 - 63.5kg (light-welterweight)
Summer,1996,Bronze,KAZ,Kazakhstan,Нязимбетов,1996 Atlanta,Boxing,Men's,60 - 63.5kg (light-welterweight)
Summer,1996,Bronze,TUN,Tunisia,Миссауи,1996 Atlanta,Boxing,Men's,60 - 63.5kg (light-welterweight)
Summer,1996,Gold,RUS,Russian Federation,Саитов,1996 Atlanta,Boxing,Men's,63.5 - 67kg (welterweight)
Summer,1996,Silver,CUB,Cuba,Эрнанандес,1996 Atlanta,Boxing,Men's,63.5 - 67kg (welterweight)
Summer,1996,Bronze,PUR,Puerto Rico,Сантос,1996 Atlanta,Boxing,Men's,63.5 - 67kg (welterweight)
Summer,1996,Bronze,ROU,Romania,Симион,1996 Atlanta,Boxing,Men's,63.5 - 67kg (welterweight)
Summer,1996,Gold,USA,United States,Рейд,1996 Atlanta,Boxing,Men's,67 - 71kg (light-middleweight)
Summer,1996,Silver,CUB,Cuba,Дюверхель,1996 Atlanta,Boxing,Men's,67 - 71kg (light-middleweight)
Summer,1996,Bronze,KAZ,Kazakhstan,Ибрагимов,1996 Atlanta,Boxing,Men's,67 - 71kg (light-middleweight)
Summer,1996,Bronze,UZB,Uzbekistan,Тулаганов,1996 Atlanta,Boxing,Men's,67 - 71kg (light-middleweight)
Summer,1996,Gold,CUB,Cuba,Эрнандес,1996 Atlanta,Boxing,Men's,71 - 75kg (middleweight)
Summer,1996,Silver,TUR,Turkey,Бейлероглу,1996 Atlanta,Boxing,Men's,71 - 75kg (middleweight)
Summer,1996,Bronze,ALG,Algeria,Бахари,1996 Atlanta,Boxing,Men's,71 - 75kg (middleweight)
Summer,1996,Bronze,USA,United States,Уэллс,1996 Atlanta,Boxing,Men's,71 - 75kg (middleweight)
Summer,1996,Gold,KAZ,Kazakhstan,Жиров,1996 Atlanta,Boxing,Men's,75 - 81kg (light-heavyweight)
Summer,1996,Silver,KOR,Korea Republic,Ли Сьюн Бэ,1996 Atlanta,Boxing,Men's,75 - 81kg (light-heavyweight)
Summer,1996,Bronze,GER,Germany,Ульрих,1996 Atlanta,Boxing,Men's,75 - 81kg (light-heavyweight)
Summer,1996,Bronze,USA,United States,Тэрвер,1996 Atlanta,Boxing,Men's,75 - 81kg (light-heavyweight)
Summer,1996,Gold,CUB,Cuba,Савон,1996 Atlanta,Boxing,Men's,81 - 91kg (heavyweight)
Summer,1996,Silver,CAN,Canada,Дефиагбон,1996 Atlanta,Boxing,Men's,81 - 91kg (heavyweight)
Summer,1996,Bronze,GER,Germany,Красниги,1996 Atlanta,Boxing,Men's,81 - 91kg (heavyweight)
Summer,1996,Bronze,USA,United States,Джонс,1996 Atlanta,Boxing,Men's,81 - 91kg (heavyweight)
Summer,1996,Gold,UKR,Ukraine,Кличко,1996 Atlanta,Boxing,Men's,+ 91kg (super heavyweight)
Summer,1996,Silver,TGA,Tonga,Волфграм,1996 Atlanta,Boxing,Men's,+ 91kg (super heavyweight)
Summer,1996,Bronze,NGR,Nigeria,Докивари,1996 Atlanta,Boxing,Men's,+ 91kg (super heavyweight)
Summer,1996,Bronze,RUS,Russian Federation,Лезин,1996 Atlanta,Boxing,Men's,+ 91kg (super heavyweight)
Summer,1996,Gold,GER,Germany,Фикс,1996 Atlanta,Canoe Slalom,Men's,K-1 (kayak single)
Summer,1996,Silver,SLO,Slovenia,Веховар,1996 Atlanta,Canoe Slalom,Men's,K-1 (kayak single)
Summer,1996,Bronze,GER,Germany,Беккер,1996 Atlanta,Canoe Slalom,Men's,K-1 (kayak single)
Summer,1996,Gold,SVK,Slovakia,Мартикан,1996 Atlanta,Canoe Slalom,Men's,C-1 (canoe single)
Summer,1996,Silver,CZE,Czech Republic,Поллерт,1996 Atlanta,Canoe Slalom,Men's,C-1 (canoe single)
Summer,1996,Bronze,FRA,France,Эстанже,1996 Atlanta,Canoe Slalom,Men's,C-1 (canoe single)
Summer,1996,Gold,FRA,France,"Адиссон, Форже",1996 Atlanta,Canoe Slalom,Men's,C-2 (canoe double)
Summer,1996,Silver,CZE,Czech Republic,"Роган, Симек",1996 Atlanta,Canoe Slalom,Men's,C-2 (canoe double)
Summer,1996,Bronze,GER,Germany,"Эренберг, Зенфт",1996 Atlanta,Canoe Slalom,Men's,C-2 (canoe double)
Summer,1996,Gold,CZE,Czech Republic,Хилгертова,1996 Atlanta,Canoe Slalom,Women's,K-1 (kayak single)
Summer,1996,Silver,USA,United States,Чладек,1996 Atlanta,Canoe Slalom,Women's,K-1 (kayak single)
Summer,1996,Bronze,FRA,France,Фокс-Джерусалми,1996 Atlanta,Canoe Slalom,Women's,K-1 (kayak single)
Summer,1996,Gold,ITA,Italy,Росси,1996 Atlanta,Canoe Sprint,Men's,K-1 500m (kayak single)
Summer,1996,Silver,NOR,Norway,Хольманн,1996 Atlanta,Canoe Sprint,Men's,K-1 500m (kayak single)
Summer,1996,Bronze,POL,Poland,Маркевич,1996 Atlanta,Canoe Sprint,Men's,K-1 500m (kayak single)
Summer,1996,Gold,NOR,Norway,Хольманн,1996 Atlanta,Canoe Sprint,Men's,K-1 1000m (kayak single)
Summer,1996,Silver,ITA,Italy,Бономи,1996 Atlanta,Canoe Sprint,Men's,K-1 1000m (kayak single)
Summer,1996,Bronze,AUS,Australia,Робинсон,1996 Atlanta,Canoe Sprint,Men's,K-1 1000m (kayak single)
Summer,1996,Gold,GER,Germany,"Блюм, Гутше",1996 Atlanta,Canoe Sprint,Men's,K-2 500m (kayak double)
Summer,1996,Silver,ITA,Italy,"Бономи, Скарпа",1996 Atlanta,Canoe Sprint,Men's,K-2 500m (kayak double)
Summer,1996,Bronze,AUS,Australia,"Коллинз, Трим",1996 Atlanta,Canoe Sprint,Men's,K-2 500m (kayak double)
Summer,1996,Gold,ITA,Italy,"Росси, Скарпа",1996 Atlanta,Canoe Sprint,Men's,K-2 1000m (kayak double)
Summer,1996,Silver,GER,Germany,"Блюм, Гутше",1996 Atlanta,Canoe Sprint,Men's,K-2 1000m (kayak double)
Summer,1996,Bronze,BUL,Bulgaria,"Кажанов, Душев",1996 Atlanta,Canoe Sprint,Men's,K-2 1000m (kayak double)
Summer,1996,Gold,GER,Germany,"Хофманн, Райнек, Винтер, Цабель",1996 Atlanta,Canoe Sprint,Men's,K-4 1000m (kayak four)
Summer,1996,Silver,HUN,Hungary,"Андрович, Хорват, Чипеш, Райна",1996 Atlanta,Canoe Sprint,Men's,K-4 1000m (kayak four)
Summer,1996,Bronze,RUS,Russian Federation,"Горобий, Цибульников, Верлин, Тищенко",1996 Atlanta,Canoe Sprint,Men's,K-4 1000m (kayak four)
Summer,1996,Gold,CZE,Czech Republic,Доктор,1996 Atlanta,Canoe Sprint,Men's,C-1 500m (canoe single)
Summer,1996,Silver,SVK,Slovakia,Княжовицки,1996 Atlanta,Canoe Sprint,Men's,C-1 500m (canoe single)
Summer,1996,Bronze,HUN,Hungary,Пулаи,1996 Atlanta,Canoe Sprint,Men's,C-1 500m (canoe single)
Summer,1996,Gold,CZE,Czech Republic,Доктор,1996 Atlanta,Canoe Sprint,Men's,C-1 1000m (canoe single)
Summer,1996,Silver,LAT,Latvia,Клементьев,1996 Atlanta,Canoe Sprint,Men's,C-1 1000m (canoe single)
Summer,1996,Bronze,HUN,Hungary,Зала,1996 Atlanta,Canoe Sprint,Men's,C-1 1000m (canoe single)
Summer,1996,Gold,HUN,Hungary,"Хорват, Колонич",1996 Atlanta,Canoe Sprint,Men's,C-2 500m (canoe double)
Summer,1996,Silver,MDA,Moldova,"Ренейский, Журавский",1996 Atlanta,Canoe Sprint,Men's,C-2 500m (canoe double)
Summer,1996,Bronze,ROU,Romania,"Андриев, Обрежа",1996 Atlanta,Canoe Sprint,Men's,C-2 500m (canoe double)
Summer,1996,Gold,GER,Germany,"Диттмер, Кирхбах",1996 Atlanta,Canoe Sprint,Men's,C-2 1000m (canoe double)
Summer,1996,Silver,ROU,Romania,"Борсан, Главан",1996 Atlanta,Canoe Sprint,Men's,C-2 1000m (canoe double)
Summer,1996,Bronze,HUN,Hungary,"Хорват, Колонич",1996 Atlanta,Canoe Sprint,Men's,C-2 1000m (canoe double)
Summer,1996,Gold,HUN,Hungary,Кобан,1996 Atlanta,Canoe Sprint,Women's,K-1 500m (kayak single)
Summer,1996,Silver,CAN,Canada,Брунет,1996 Atlanta,Canoe Sprint,Women's,K-1 500m (kayak single)
Summer,1996,Bronze,ITA,Italy,Идем,1996 Atlanta,Canoe Sprint,Women's,K-1 500m (kayak single)
Summer,1996,Gold,SWE,Sweden,"Андерссон, Гуннарссон",1996 Atlanta,Canoe Sprint,Women's,K-2 500m (kayak double)
Summer,1996,Silver,GER,Germany,"Портвич, Фишер",1996 Atlanta,Canoe Sprint,Women's,K-2 500m (kayak double)
Summer,1996,Bronze,AUS,Australia,"Борхерт, Вуд",1996 Atlanta,Canoe Sprint,Women's,K-2 500m (kayak double)
Summer,1996,Gold,GER,Germany,"Портвич, Фишер, Муке, Шюкк",1996 Atlanta,Canoe Sprint,Women's,K-4 500m (kayak four)
Summer,1996,Silver,SUI,Switzerland,"Баумер, Хараламоу, Эйхенберг, Мюллер",1996 Atlanta,Canoe Sprint,Women's,K-4 500m (kayak four)
